home_team,away_team,date,result,min,H_pts,H_reb,H_ast,H_stl,H_blk,H_to,H_pf,H_dreb,H_oreb,H_fgpct,H_3pct,H_ftpct,H_eff,A_pts,A_reb,A_ast,A_stl,A_blk,A_to,A_pf,A_dreb,A_oreb,A_fgpct,A_3pct,A_ftpct,A_eff,home_team_idx,away_team_idx,H_FGM,H_FGA,A_FGM,A_FGA,H_3M,H_3A,A_3M,A_3A,H_FTM,H_FTA,A_FTM,A_FTA,reg_season,pre_allstar
Philadelphia,San Antonio,2017-02-08,L,48,103,35,23,8,2,6,19,28,7,0.41,0.382,0.759,109,111,47,24,3,5,15,22,41,6,0.527,0.5,0.88,137,23,27,34,83,39,74,13,34,11,22,22,29,22,25,True,True
Philadelphia,Sacramento,2017-01-30,W,48,122,29,32,13,2,14,18,20,9,0.542,0.355,0.8079999999999999,141,119,33,31,7,3,20,28,24,9,0.5539999999999999,0.44799999999999995,0.828,135,23,26,45,83,41,74,11,31,13,29,21,26,24,29,True,True
Philadelphia,Houston,2017-01-27,L,48,118,29,29,14,6,22,25,26,3,0.5379999999999999,0.4,0.75,130,123,41,25,10,4,23,29,35,6,0.519,0.387,0.9640000000000001,140,23,10,42,78,42,81,10,25,12,31,24,32,27,28,True,True
Philadelphia,L.A.Clippers,2017-01-24,W,48,121,38,35,8,7,5,27,32,6,0.5,0.345,0.955,158,110,46,17,4,1,17,22,35,11,0.465,0.529,0.634,108,23,,45,90,33,71,10,29,18,34,21,22,26,41,True,True
Philadelphia,Portland,2017-01-20,W,48,93,53,25,6,8,19,21,40,13,0.391,0.414,0.562,103,92,46,16,8,6,13,20,34,12,0.371,0.316,0.7140000000000001,91,23,25,36,92,33,89,12,29,6,19,9,16,20,28,True,True
Philadelphia,Toronto,2017-01-18,W,48,94,48,20,5,7,22,21,42,6,0.44299999999999995,0.33299999999999996,0.75,105,89,43,17,10,3,9,24,31,12,0.395,0.25,0.652,93,23,28,31,70,34,86,8,24,6,24,24,32,15,23,True,True
Philadelphia,Charlotte,2017-01-13,W,48,102,38,26,12,9,20,27,28,10,0.474,0.368,0.8,123,93,41,11,12,2,19,19,25,16,0.32899999999999996,0.261,0.9690000000000001,82,23,3,36,76,28,85,14,38,6,23,16,20,31,32,True,True
Philadelphia,New York,2017-01-11,W,48,98,47,27,7,1,14,12,29,18,0.389,0.25,0.81,104,97,41,20,7,7,13,22,33,8,0.488,0.182,0.9,114,23,20,37,95,42,86,7,28,4,22,17,21,9,10,True,True
Philadelphia,Minnesota,2017-01-03,W,48,93,48,19,10,7,16,21,36,12,0.38799999999999996,0.21899999999999997,0.8,104,91,47,20,7,6,17,24,38,9,0.402,0.292,0.9,103,23,17,33,85,33,82,7,32,7,24,20,25,18,20,True,True
Philadelphia,New Orleans,2016-12-20,L,48,93,43,18,6,8,13,20,37,6,0.402,0.33299999999999996,0.762,101,108,56,28,2,3,11,16,40,16,0.43,0.588,0.6920000000000001,125,23,19,33,82,40,93,11,33,10,17,16,21,18,26,True,True
Philadelphia,Brooklyn,2016-12-18,W,48,108,48,23,5,5,17,18,34,14,0.42700000000000005,0.429,0.87,118,107,43,26,8,5,16,20,36,7,0.444,0.353,0.742,120,23,18,38,89,36,81,12,28,12,34,20,23,23,31,True,True
Philadelphia,L.A.Lakers,2016-12-16,L,48,89,48,22,7,4,17,17,32,16,0.364,0.19399999999999998,0.792,92,100,46,19,11,4,20,21,38,8,0.456,0.3,0.8640000000000001,114,23,,32,88,36,79,6,31,9,30,19,24,19,22,True,True
Philadelphia,Toronto,2016-12-14,L,48,114,43,29,5,4,14,27,29,14,0.5,0.31,0.76,132,123,39,21,9,3,9,20,24,15,0.47100000000000003,0.345,0.861,135,23,28,43,86,41,87,9,29,10,29,19,25,31,36,True,True
Philadelphia,Denver,2016-12-05,L,48,98,44,20,12,10,17,25,32,12,0.40700000000000003,0.355,0.7390000000000001,110,106,45,17,13,8,19,20,35,10,0.461,0.37,0.765,121,23,7,35,86,35,76,11,31,10,27,17,23,26,34,True,True
Philadelphia,Boston,2016-12-03,L,48,106,38,20,5,3,15,23,30,8,0.461,0.455,0.8079999999999999,111,107,37,22,5,3,10,21,31,6,0.5,0.308,0.7929999999999999,120,23,2,35,76,38,76,15,33,8,26,21,26,23,29,True,True
Philadelphia,Orlando,2016-12-02,L,48,88,46,24,3,6,10,18,31,15,0.379,0.281,0.7,95,105,47,24,8,3,10,20,40,7,0.474,0.5,0.6920000000000001,128,23,,36,95,37,78,9,32,13,26,7,10,18,26,True,True
Philadelphia,Cleveland,2016-11-27,L,48,108,50,29,5,5,16,24,37,13,0.467,0.441,0.7,129,112,46,19,5,3,9,14,32,14,0.413,0.3,0.857,118,23,5,43,92,38,92,15,34,12,40,7,10,24,28,True,True
Philadelphia,Chicago,2016-11-25,L,48,89,48,18,7,8,19,21,40,8,0.397,0.409,0.818,100,105,51,24,10,5,12,17,40,11,0.444,0.28600000000000003,0.731,126,23,4,31,78,40,90,9,22,6,21,18,22,19,26,True,True
Philadelphia,Memphis,2016-11-23,L,58,99,56,24,9,10,26,32,48,8,0.376,0.33299999999999996,0.7390000000000001,108,104,46,24,13,9,15,28,37,9,0.384,0.345,0.75,114,23,14,35,93,38,99,12,36,10,29,17,23,18,24,True,True
Philadelphia,Miami,2016-11-21,W,48,101,40,21,8,5,14,25,33,7,0.474,0.423,0.8,116,94,50,17,7,6,13,22,29,21,0.386,0.226,0.679,98,23,15,37,78,34,88,11,26,7,31,16,20,19,28,True,True
Philadelphia,Phoenix,2016-11-19,W,48,120,44,33,11,9,18,23,38,6,0.523,0.486,0.65,151,105,44,18,11,7,15,19,32,12,0.424,0.28600000000000003,0.618,104,23,24,45,86,39,92,17,35,6,21,13,20,21,34,True,True
Philadelphia,Washington,2016-11-16,W,48,109,41,30,6,1,17,26,36,5,0.545,0.35700000000000004,0.682,128,102,40,18,8,1,11,26,29,11,0.418,0.348,0.72,98,23,30,42,77,38,91,10,28,8,23,15,22,18,25,True,True
Philadelphia,Indiana,2016-11-11,W,53,109,54,24,7,6,19,21,41,13,0.419,0.344,0.8390000000000001,126,105,40,23,14,2,13,28,36,4,0.44299999999999995,0.263,0.9570000000000001,121,23,11,36,86,39,88,11,32,5,19,26,31,22,23,True,True
Philadelphia,Utah,2016-11-07,L,48,84,42,16,5,2,18,19,33,9,0.40299999999999997,0.33299999999999996,0.682,78,109,45,20,10,11,10,22,35,10,0.506,0.579,0.6,135,23,29,31,77,43,85,7,21,11,19,15,22,12,20,True,True
Philadelphia,Cleveland,2016-11-05,L,48,101,45,21,9,9,17,23,40,5,0.46,0.368,0.583,116,102,49,23,10,5,16,15,38,11,0.40700000000000003,0.368,0.778,115,23,5,40,87,37,91,14,38,14,38,7,12,14,18,True,True
Philadelphia,Orlando,2016-11-01,L,48,101,42,28,5,8,15,20,35,7,0.488,0.429,0.75,123,103,39,29,7,6,10,15,27,12,0.452,0.24,0.765,119,23,,40,82,42,93,9,21,6,25,12,16,13,17,True,True
Philadelphia,Atlanta,2016-10-29,L,48,72,39,16,9,5,20,20,35,4,0.35,0.278,0.733,65,104,47,31,11,7,12,14,41,6,0.494,0.25,0.652,137,23,1,28,80,42,85,5,18,5,20,11,15,15,23,True,True
Philadelphia,Oklahoma City,2016-10-26,L,48,97,43,21,5,10,13,22,38,5,0.429,0.292,0.72,108,103,53,19,7,3,10,23,40,13,0.415,0.273,0.731,113,23,21,36,84,39,94,7,24,6,22,18,25,19,26,True,True
Phoenix,Dallas,2017-04-09,W,48,124,43,26,6,4,12,18,35,8,0.55,0.42100000000000004,0.875,151,111,44,23,5,2,10,23,27,17,0.423,0.35600000000000004,0.684,113,24,6,44,80,41,97,8,19,16,45,28,32,13,19,True,False
Phoenix,Oklahoma City,2017-04-07,W,48,120,45,16,6,6,7,26,33,12,0.518,0.444,0.8390000000000001,141,99,48,13,1,3,9,26,26,22,0.366,0.226,0.727,87,24,21,43,83,34,93,8,18,7,31,26,31,24,33,True,False
Phoenix,Golden State,2017-04-05,L,48,111,55,26,13,3,16,22,35,20,0.41700000000000004,0.259,0.6920000000000001,124,120,40,25,13,9,15,19,32,8,0.5,0.419,0.708,140,24,9,43,103,45,90,7,27,13,31,18,26,17,24,True,False
Phoenix,Houston,2017-04-02,L,48,116,61,24,8,12,23,24,39,22,0.42,0.235,0.828,135,123,46,23,8,4,15,23,33,13,0.47,0.368,0.652,128,24,10,42,100,47,100,8,34,14,38,24,29,15,23,True,False
Phoenix,L.A.Clippers,2017-03-30,L,48,118,43,24,6,2,14,27,30,13,0.5329999999999999,0.304,0.542,125,124,39,20,4,4,14,21,32,7,0.55,0.545,0.706,131,24,,49,92,44,80,7,23,12,22,13,24,24,34,True,False
Phoenix,Orlando,2017-03-17,L,48,103,49,18,9,8,16,22,37,12,0.43700000000000006,0.14300000000000002,0.833,117,109,43,21,10,4,12,27,35,8,0.43799999999999994,0.304,0.857,118,24,,38,87,42,96,2,14,7,23,25,30,18,21,True,False
Phoenix,Sacramento,2017-03-15,L,48,101,47,24,9,11,13,25,31,16,0.402,0.24,0.643,110,107,48,22,8,11,18,18,40,8,0.48100000000000004,0.429,0.735,128,24,26,43,107,38,79,6,25,6,14,9,14,25,34,True,False
Phoenix,Portland,2017-03-12,L,48,101,42,20,5,3,9,21,35,7,0.436,0.35700000000000004,0.7,103,110,49,14,7,6,14,24,40,9,0.5,0.318,0.68,121,24,25,41,94,43,86,5,14,7,22,14,20,17,25,True,False
Phoenix,L.A.Lakers,2017-03-09,L,48,110,54,20,7,10,19,24,36,18,0.462,0.316,0.8,128,122,42,21,11,7,9,20,28,14,0.48,0.444,0.667,135,24,,42,91,47,98,6,19,12,27,20,25,16,24,True,False
Phoenix,Washington,2017-03-07,L,48,127,49,23,5,8,19,32,40,9,0.5,0.48100000000000004,0.7879999999999999,142,131,44,19,15,4,11,21,35,9,0.456,0.389,0.792,142,24,30,44,88,41,90,13,27,7,18,26,33,42,53,True,False
Phoenix,Boston,2017-03-05,W,48,109,50,16,7,10,11,29,40,10,0.447,0.2,0.8079999999999999,124,106,54,19,6,6,12,28,40,14,0.376,0.35100000000000003,0.725,115,24,2,42,94,32,85,4,20,13,37,21,26,29,40,True,False
Phoenix,Oklahoma City,2017-03-03,W,48,118,45,28,10,7,17,26,36,9,0.494,0.23800000000000002,0.8059999999999999,140,111,47,14,10,5,19,30,36,11,0.425,0.257,0.8,111,24,21,44,89,37,87,5,21,9,35,25,31,28,35,True,False
Phoenix,Charlotte,2017-03-02,W,48,120,42,30,8,7,18,23,38,4,0.597,0.368,0.84,154,103,34,19,14,1,16,20,25,9,0.39299999999999996,0.294,0.821,96,24,3,46,77,35,89,7,19,10,34,21,25,23,28,True,False
Phoenix,L.A.Lakers,2017-02-15,W,48,137,59,32,7,10,15,20,47,12,0.557,0.41700000000000004,0.853,186,101,36,16,9,3,12,27,29,7,0.376,0.34600000000000003,0.7859999999999999,89,24,,49,88,35,93,10,24,9,26,29,34,22,28,True,True
Phoenix,New Orleans,2017-02-13,L,48,108,43,14,7,3,18,25,30,13,0.43,0.348,0.833,100,110,37,19,8,5,16,23,32,5,0.474,0.28600000000000003,0.8,115,24,19,40,93,37,78,8,23,8,28,20,24,28,35,True,True
Phoenix,Chicago,2017-02-10,W,48,115,43,25,4,8,8,18,30,13,0.505,0.42100000000000004,0.846,138,97,41,20,7,5,11,16,29,12,0.43,0.263,0.818,106,24,4,48,95,37,86,8,19,5,19,11,13,18,22,True,True
Phoenix,Milwaukee,2017-02-04,L,48,112,40,22,9,3,16,28,26,14,0.418,0.39299999999999996,0.833,112,137,44,29,9,11,16,25,35,9,0.634,0.41200000000000003,0.743,175,24,16,38,91,52,82,11,28,7,17,25,30,26,35,True,True
Phoenix,L.A.Clippers,2017-02-01,L,48,114,45,21,5,3,13,27,27,18,0.406,0.35,0.8290000000000001,112,124,45,20,10,9,10,28,37,8,0.524,0.263,0.816,151,24,,39,96,44,84,7,20,5,19,29,35,31,38,True,True
Phoenix,Memphis,2017-01-30,L,48,96,42,11,8,8,17,19,29,13,0.419,0.263,0.7440000000000001,95,115,44,25,13,2,17,27,34,10,0.48700000000000004,0.5710000000000001,0.875,138,24,14,31,74,39,80,5,19,16,28,29,39,21,24,True,True
Phoenix,Denver,2017-01-28,L,48,112,43,20,9,3,10,36,32,11,0.451,0.28600000000000003,0.75,119,123,48,17,7,3,14,25,39,9,0.48700000000000004,0.32,0.8809999999999999,138,24,7,41,91,39,80,6,21,8,25,24,32,37,42,True,True
Phoenix,Minnesota,2017-01-24,L,48,111,44,20,7,4,15,23,31,13,0.442,0.368,0.875,119,112,42,24,8,4,15,21,32,10,0.524,0.353,0.75,129,24,17,38,86,44,84,7,19,6,17,28,32,18,24,True,True
Phoenix,Utah,2017-01-16,L,48,101,39,13,4,5,9,21,33,6,0.494,0.22699999999999998,0.941,111,106,46,22,4,6,8,16,32,14,0.461,0.348,0.667,120,24,29,40,81,41,89,5,22,8,23,16,17,16,24,True,True
Phoenix,San Antonio,2017-01-14,W,48,108,45,18,10,0,15,30,30,15,0.45899999999999996,0.381,0.917,118,105,33,15,8,1,16,18,27,6,0.507,0.45,0.706,101,24,27,39,85,36,71,8,21,9,20,22,24,24,34,True,True
Phoenix,Dallas,2017-01-12,L,48,108,47,15,2,4,19,23,34,13,0.48700000000000004,0.556,0.815,112,113,32,29,11,8,9,20,24,8,0.483,0.441,0.706,133,24,6,38,78,43,89,10,18,15,34,22,27,12,17,True,True
Phoenix,Cleveland,2017-01-08,L,48,116,36,23,12,7,14,19,23,13,0.529,0.33299999999999996,0.789,135,120,38,15,8,5,20,12,25,13,0.537,0.441,0.895,126,24,5,46,87,44,82,9,27,15,34,15,19,17,19,True,True
Phoenix,Miami,2017-01-03,W,48,99,49,21,7,7,18,23,36,13,0.46799999999999997,0.391,0.818,120,90,43,18,8,4,12,23,28,15,0.396,0.261,0.75,92,24,15,36,77,36,91,9,23,6,23,18,22,12,16,True,True
Phoenix,Toronto,2016-12-29,W,48,99,47,20,10,4,20,28,35,12,0.446,0.429,0.696,107,91,43,10,12,5,18,24,34,9,0.4,0.259,0.828,93,24,28,37,83,30,75,9,21,7,27,16,23,24,29,True,True
Phoenix,Philadelphia,2016-12-23,W,48,123,43,25,7,6,20,24,32,11,0.532,0.462,0.73,137,116,28,23,7,6,19,31,20,8,0.506,0.419,0.8640000000000001,117,24,23,42,79,42,83,12,26,13,31,27,37,19,22,True,True
Phoenix,Houston,2016-12-21,L,48,111,44,20,7,6,8,23,30,14,0.473,0.36,0.7,125,125,37,30,4,8,11,22,28,9,0.535,0.474,0.5770000000000001,142,24,10,44,93,46,86,9,25,18,38,14,20,15,26,True,True
Phoenix,San Antonio,2016-12-15,L,48,92,35,15,9,3,13,25,24,11,0.4,0.37,0.778,86,107,50,19,6,2,20,20,41,9,0.527,0.312,0.9229999999999999,127,24,27,34,85,39,74,10,27,5,16,14,18,24,26,True,True
Phoenix,New York,2016-12-13,W,53,113,61,13,9,7,17,28,45,16,0.409,0.3,0.848,126,111,43,23,10,4,13,27,32,11,0.392,0.35,0.737,109,24,20,38,93,38,97,9,30,7,20,28,33,28,38,True,True
Phoenix,New Orleans,2016-12-11,L,53,119,57,21,6,3,16,27,43,14,0.45799999999999996,0.341,0.654,129,120,49,24,12,4,11,27,35,14,0.392,0.4,0.8,132,24,19,44,96,38,97,14,41,16,40,17,26,28,35,True,True
Phoenix,Indiana,2016-12-07,L,48,94,40,17,14,4,19,31,31,9,0.4,0.273,0.9440000000000001,98,109,49,16,11,3,18,16,37,12,0.449,0.304,0.78,118,24,11,34,85,35,78,9,33,7,23,17,18,32,41,True,True
Phoenix,Atlanta,2016-11-30,W,48,109,41,15,11,4,15,17,28,13,0.449,0.47600000000000003,0.76,110,107,40,20,9,6,20,22,33,7,0.506,0.36,0.8,116,24,1,40,89,45,89,10,21,9,25,19,25,8,10,True,True
Phoenix,Denver,2016-11-27,L,48,114,46,11,5,7,11,24,37,9,0.40399999999999997,0.44,0.861,114,120,49,21,5,1,12,25,39,10,0.43799999999999994,0.44799999999999995,0.9059999999999999,131,24,7,36,89,39,89,11,25,13,29,31,36,29,32,True,True
Phoenix,Minnesota,2016-11-25,L,48,85,48,17,11,6,25,26,36,12,0.405,0.231,0.7140000000000001,89,98,39,16,15,8,17,27,28,11,0.4,0.318,0.92,106,24,17,32,79,34,85,6,26,7,22,15,21,23,25,True,True
Phoenix,Brooklyn,2016-11-12,L,48,104,55,23,9,3,12,20,38,17,0.374,0.242,0.762,110,122,55,22,6,10,17,19,49,6,0.47600000000000003,0.43200000000000005,0.867,150,24,18,40,107,40,84,8,33,16,37,16,21,26,30,True,True
Phoenix,Detroit,2016-11-09,W,48,107,49,20,7,6,17,20,39,10,0.452,0.364,0.767,119,100,41,20,11,5,11,24,32,9,0.36,0.409,0.8440000000000001,104,24,8,38,84,32,89,8,22,9,22,23,30,27,32,True,True
Phoenix,Portland,2016-11-02,W,53,118,59,15,10,5,12,20,45,14,0.42700000000000005,0.312,0.833,131,115,53,25,8,8,14,23,43,10,0.41600000000000004,0.364,0.905,134,24,25,44,103,42,101,5,16,12,33,25,30,19,21,True,True
Phoenix,Golden State,2016-10-30,L,48,100,50,19,10,6,11,26,39,11,0.41100000000000003,0.348,0.72,114,106,43,27,6,5,15,23,36,7,0.42200000000000004,0.276,0.848,119,24,9,37,90,35,83,8,23,8,29,18,25,28,33,True,True
Phoenix,Sacramento,2016-10-26,L,48,94,41,20,6,3,18,29,31,10,0.46799999999999997,0.25,0.667,96,113,41,24,5,5,13,20,31,10,0.512,0.28600000000000003,0.731,126,24,26,36,77,44,86,4,16,6,21,18,27,19,26,True,True
Portland,Golden State,2017-04-24,L,48,103,39,14,7,3,11,20,32,7,0.38799999999999996,0.33299999999999996,0.828,98,128,45,27,7,9,10,15,39,6,0.535,0.586,0.7040000000000001,158,25,9,33,85,46,86,13,39,17,29,24,29,19,27,False,False
Portland,Golden State,2017-04-22,L,48,113,52,17,5,6,16,23,41,11,0.433,0.406,0.815,121,119,42,25,11,11,7,19,36,6,0.44,0.33299999999999996,0.7709999999999999,142,25,9,39,90,40,91,13,32,12,36,22,27,27,35,False,False
Portland,New Orleans,2017-04-12,L,48,100,53,22,4,2,23,18,39,14,0.48200000000000004,0.433,0.385,106,103,42,20,13,3,11,17,31,11,0.444,0.33299999999999996,0.7140000000000001,114,25,19,41,85,40,90,13,30,8,24,5,13,15,21,True,False
Portland,San Antonio,2017-04-10,W,48,99,42,18,6,3,9,17,30,12,0.41100000000000003,0.429,0.867,104,98,47,17,4,9,15,15,34,13,0.45799999999999996,0.381,0.7,109,25,27,37,90,38,83,12,28,8,21,13,15,14,20,True,False
Portland,Utah,2017-04-08,W,48,101,46,15,6,5,3,16,34,12,0.40700000000000003,0.433,0.875,114,86,47,19,2,9,11,18,38,9,0.40299999999999997,0.316,0.75,100,25,29,37,91,31,77,13,30,6,19,14,16,18,24,True,False
Portland,Minnesota,2017-04-06,W,48,105,41,19,8,4,12,20,37,4,0.43200000000000005,0.424,0.8079999999999999,114,98,47,16,7,4,13,20,38,9,0.43700000000000006,0.222,0.9,108,25,17,35,81,38,87,14,33,4,18,21,26,18,20,True,False
Portland,Phoenix,2017-04-01,W,48,130,41,21,12,3,12,23,30,11,0.467,0.405,0.935,144,117,43,17,8,6,17,26,30,13,0.524,0.3,0.812,128,25,24,43,92,44,84,15,37,3,10,29,31,26,32,True,False
Portland,Houston,2017-03-30,W,48,117,41,24,12,8,12,16,30,11,0.478,0.39399999999999996,0.818,139,107,42,18,9,3,18,20,29,13,0.44,0.235,0.826,106,25,10,43,90,40,91,13,33,8,34,18,22,19,23,True,False
Portland,Denver,2017-03-28,W,48,122,48,15,7,6,9,18,32,16,0.495,0.29600000000000004,0.727,134,113,47,23,3,6,11,24,34,13,0.46299999999999997,0.3,0.8,126,25,7,45,91,44,95,8,27,9,30,24,33,16,20,True,False
Portland,Minnesota,2017-03-25,W,48,112,35,24,6,3,14,20,30,5,0.625,0.5,0.647,133,100,27,15,10,4,8,14,21,6,0.493,0.2,0.75,102,25,17,45,72,37,75,11,22,2,10,11,17,24,32,True,False
Portland,New York,2017-03-23,W,48,110,50,15,8,2,13,20,40,10,0.48700000000000004,0.524,0.7240000000000001,123,95,40,23,5,9,11,20,31,9,0.409,0.22699999999999998,0.9,107,25,20,39,80,36,88,11,21,5,22,21,29,18,20,True,False
Portland,Milwaukee,2017-03-21,L,48,90,49,15,8,6,14,14,36,13,0.42200000000000004,0.19,0.615,96,93,49,16,8,8,13,22,36,13,0.42200000000000004,0.43799999999999994,0.833,107,25,16,35,83,38,90,4,21,7,16,16,26,10,12,True,False
Portland,Washington,2017-03-11,L,53,124,43,26,4,5,14,19,36,7,0.511,0.5,0.75,138,125,46,27,5,4,11,20,37,9,0.522,0.48,0.679,144,25,30,48,94,47,90,16,32,12,25,12,16,19,28,True,False
Portland,Philadelphia,2017-03-09,W,53,114,55,25,8,12,19,22,39,16,0.455,0.28600000000000003,0.848,142,108,44,18,10,3,16,29,32,12,0.436,0.379,0.75,109,25,23,40,88,41,94,6,21,11,29,28,33,15,20,True,False
Portland,Brooklyn,2017-03-04,W,48,130,37,29,9,6,12,13,31,6,0.57,0.64,0.727,156,116,31,24,7,6,13,22,23,8,0.523,0.467,0.706,125,25,18,49,86,45,86,16,25,14,30,16,22,12,17,True,False
Portland,Oklahoma City,2017-03-02,W,48,114,45,19,9,7,14,19,36,9,0.494,0.4,0.743,131,109,40,11,9,7,12,25,28,12,0.395,0.379,0.938,110,25,21,39,79,34,86,10,25,11,29,26,35,30,32,True,False
Portland,Atlanta,2017-02-13,L,53,104,66,22,4,4,14,34,44,22,0.359,0.381,0.56,109,109,52,20,9,12,9,23,45,7,0.386,0.28600000000000003,0.7709999999999999,131,25,1,37,103,32,83,16,42,8,28,14,25,37,48,True,True
Portland,Boston,2017-02-09,L,48,111,41,23,4,6,15,23,31,10,0.506,0.34600000000000003,0.774,125,120,43,23,8,1,8,21,29,14,0.484,0.33299999999999996,0.815,135,25,2,39,77,44,91,9,26,10,30,24,31,22,27,True,True
Portland,Dallas,2017-02-03,L,48,104,44,16,3,4,9,19,32,12,0.455,0.3,0.75,109,108,36,15,3,4,4,24,34,2,0.474,0.5479999999999999,0.826,118,25,6,40,88,36,76,9,30,17,31,15,20,19,23,True,True
Portland,Charlotte,2017-01-31,W,48,115,51,23,8,2,8,18,40,11,0.452,0.355,0.87,137,98,42,20,3,6,9,13,39,3,0.39799999999999996,0.355,0.84,106,25,3,42,93,33,83,11,31,11,31,20,23,21,25,True,True
Portland,Golden State,2017-01-29,L,48,111,42,26,11,2,18,24,33,9,0.495,0.37,0.75,124,113,39,28,13,6,18,18,31,8,0.456,0.308,0.846,132,25,9,46,93,36,79,10,27,8,26,9,12,33,39,True,True
Portland,Memphis,2017-01-27,W,48,112,33,24,2,3,12,26,25,8,0.469,0.457,0.9520000000000001,118,109,42,24,6,5,11,19,32,10,0.48100000000000004,0.34600000000000003,0.7879999999999999,128,25,14,38,81,37,77,16,35,9,26,20,21,26,33,True,True
Portland,L.A.Lakers,2017-01-25,W,48,105,49,17,5,4,11,12,40,9,0.478,0.267,0.75,117,98,51,16,5,9,13,17,37,14,0.39399999999999996,0.379,0.929,108,25,,43,90,37,94,4,15,11,29,15,20,13,14,True,True
Portland,Orlando,2017-01-13,L,48,109,43,19,6,9,9,20,31,12,0.402,0.294,0.84,115,115,45,21,5,5,15,19,36,9,0.494,0.556,0.885,131,25,,39,97,41,83,10,34,10,18,21,25,23,26,True,True
Portland,Cleveland,2017-01-11,W,48,102,51,29,6,9,9,17,38,13,0.43,0.33299999999999996,0.75,131,86,48,14,5,4,15,20,35,13,0.341,0.3,0.75,81,25,5,40,93,28,82,10,30,9,30,12,16,21,28,True,True
Portland,Detroit,2017-01-08,L,58,124,42,36,5,6,16,11,35,7,0.52,0.429,0.583,145,125,41,19,14,3,9,16,35,6,0.514,0.32,0.75,139,25,8,51,98,54,105,15,35,8,25,7,12,9,12,True,True
Portland,L.A.Lakers,2017-01-05,W,48,118,47,29,6,5,13,21,39,8,0.531,0.364,0.667,144,109,40,15,7,3,11,25,30,10,0.419,0.32299999999999995,0.818,107,25,,43,81,36,86,12,33,10,31,20,30,27,33,True,True
Portland,Sacramento,2016-12-28,W,48,102,45,19,6,4,15,16,40,5,0.473,0.48,0.909,120,89,39,20,8,3,11,20,33,6,0.392,0.321,0.7829999999999999,95,25,26,35,74,31,79,12,25,9,28,20,22,18,23,True,True
Portland,Toronto,2016-12-26,L,48,91,54,22,8,4,18,22,43,11,0.42200000000000004,0.348,0.722,108,95,52,17,11,4,12,12,38,14,0.337,0.353,0.792,99,25,28,35,83,32,95,8,23,12,34,13,18,19,24,True,True
Portland,San Antonio,2016-12-23,L,48,90,33,21,8,2,15,19,23,10,0.44299999999999995,0.4,0.5,87,110,45,19,9,3,12,17,32,13,0.5,0.6,0.9520000000000001,134,25,27,35,79,39,78,12,30,12,20,8,16,20,21,True,True
Portland,Dallas,2016-12-21,L,48,95,43,15,6,4,17,20,34,9,0.444,0.37,0.75,99,96,38,14,12,5,10,20,28,10,0.42200000000000004,0.226,0.826,103,25,6,32,72,35,83,10,27,7,31,21,28,19,23,True,True
Portland,Oklahoma City,2016-12-13,W,48,114,36,23,10,9,13,26,29,7,0.537,0.348,0.741,135,95,44,18,9,3,20,21,28,16,0.379,0.29600000000000004,0.75,88,25,21,43,80,33,87,8,23,8,27,20,27,21,28,True,True
Portland,Miami,2016-12-03,W,48,99,47,19,6,9,8,17,35,12,0.40399999999999997,0.375,0.75,113,92,46,23,6,6,13,14,38,8,0.442,0.273,0.667,107,25,15,36,89,38,86,9,24,6,22,18,24,10,15,True,True
Portland,Indiana,2016-11-30,W,48,131,40,29,13,3,6,23,26,14,0.5429999999999999,0.375,0.895,165,109,32,19,3,4,15,14,28,4,0.5,0.429,0.8859999999999999,112,25,11,51,94,36,72,12,32,6,14,17,19,31,35,True,True
Portland,Houston,2016-11-27,L,48,114,35,24,7,2,14,24,27,8,0.48200000000000004,0.364,0.759,118,130,36,26,7,8,11,23,29,7,0.561,0.47200000000000003,0.75,153,25,10,40,83,46,82,12,33,17,36,22,29,21,28,True,True
Portland,New Orleans,2016-11-25,W,48,119,52,30,7,5,11,20,40,12,0.47,0.375,0.765,145,104,34,20,3,8,14,14,32,2,0.474,0.565,0.655,105,25,19,47,100,36,76,12,32,13,23,13,17,19,29,True,True
Portland,Chicago,2016-11-15,L,48,88,49,17,8,4,11,18,34,15,0.358,0.265,0.611,87,113,67,16,7,4,10,19,48,19,0.418,0.35,0.857,136,25,4,34,95,41,98,9,34,7,20,11,18,24,28,True,True
Portland,Denver,2016-11-13,W,48,112,44,21,8,8,7,23,30,14,0.39399999999999996,0.276,0.812,120,105,59,11,4,6,18,25,43,16,0.396,0.379,0.759,105,25,7,39,99,36,91,8,29,11,29,26,32,22,29,True,True
Portland,Sacramento,2016-11-11,W,53,122,36,29,8,5,11,24,29,7,0.523,0.39399999999999996,0.7040000000000001,140,120,48,18,7,3,15,21,35,13,0.489,0.28600000000000003,0.8,129,25,26,45,86,43,88,13,33,6,21,19,27,28,35,True,True
Portland,Phoenix,2016-11-08,W,48,124,35,22,5,4,20,27,28,7,0.556,0.452,0.7140000000000001,126,121,41,18,10,2,16,27,26,15,0.5,0.33299999999999996,0.848,128,25,24,45,81,43,86,14,31,7,21,20,28,28,33,True,True
Portland,Golden State,2016-11-01,L,48,104,32,23,12,4,18,17,26,6,0.43,0.359,0.762,103,127,45,36,14,4,16,19,38,7,0.562,0.385,0.7390000000000001,165,25,9,37,86,50,89,14,39,10,26,16,21,17,23,True,True
